,Name,Solvent,N Parameter,sN Parameter,E parameter,Classification,reference
930,"lithium 2-benzyl-2-(3,5-bis(trifluoromethyl)phenyl)-4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-uide (in MeCN)",MeCN,6.30,0.78,0,2,DOI: 10.1021/acs.orglett.5b00918
931,"lithium 2-benzyl-4,4,5,5-tetramethyl-2-(4-(trifluoromethyl)phenyl)-1,3,2-dioxaborolan-2-uide (in MeCN)",MeCN,7.15,0.77,0,3,DOI: 10.1021/acs.orglett.5b00918
932,"lithium 2-benzyl-4,4,5,5-tetramethyl-2-phenyl-1,3,2-dioxaborolan-2-uide (in MeCN)",MeCN,8.92,0.70,0,2,DOI: 10.1021/acs.orglett.5b00918
933,"lithium 2-cyclopropyl-4,4,5,5-tetramethyl-2-(4-(trifluoromethyl)phenyl)-1,3,2-dioxaborolan-2-uide (in MeCN)",MeCN,7.72,0.75,0,1,DOI: 10.1021/acs.orglett.5b00918
934,"lithium 2-ethyl-4,4,5,5-tetramethyl-2-(4-(trifluoromethyl)phenyl)-1,3,2-dioxaborolan-2-uide (in MeCN)",MeCN,7.68,0.78,0,3,DOI: 10.1021/acs.orglett.5b00918
935,"lithium 2-isopropyl-4,4,5,5-tetramethyl-2-(4-(trifluoromethyl)phenyl)-1,3,2-dioxaborolan-2-uide (in MeCN)",MeCN,6.63,0.75,0,1,DOI: 10.1021/acs.orglett.5b00918
936,"lithium 4,4,5,5-tetramethyl-2-(1-phenylethyl)-2-(4-(trifluoromethyl)phenyl)-1,3,2-dioxaborolan-2-uide (in MeCN)",MeCN,8.56,0.76,0,3,DOI: 10.1021/acs.orglett.5b00918
937,"lithium 4,4,5,5-tetramethyl-2-phenyl-2-(1-phenylethyl)-1,3,2-dioxaborolan-2-uide (in MeCN)",MeCN,10.97,0.63,0,2,DOI: 10.1021/acs.orglett.5b00918
938,"lithium 4,4,5,5-tetramethyl-2-phenyl-2-(prop-1-en-2-yl)-1,3,2-dioxaborolan-2-uide (in MeCN)",MeCN,11.00,0.57,0,3,DOI: 10.1021/jacs.2c06493
939,"lithium 5,5-dimethyl-2-(1-phenylethyl)-2-(4-(trifluoromethyl)phenyl)-1,3,2-dioxaborinan-2-uide (in MeCN)",MeCN,11.29,0.76,0,3,DOI: 10.1021/acs.orglett.5b00918
940,lithium bis(5-methylthiophen-2-yl)pinacolborate,MeCN,7.67,0.87,0,2,DOI: 10.1002/anie.201410562
941,lithium indenide (in DMSO),DMSO,23.66,0.70,0,3,DOI: 10.1002/anie.201501385
942,m-(trifluoromethyl)phenolate (in DMF),DMF,23.40,0.51,0,1,DOI: 10.1021/acs.joc.9b01485
943,m-(trifluoromethyl)phenolate (in DMSO),DMSO,22.62,0.51,0,2,DOI: 10.1021/acs.joc.9b01485
944,m-(trifluoromethyl)phenolate (in MeCN),MeCN,23.20,0.51,0,1,DOI: 10.1021/acs.joc.9b01485
945,m-methoxyphenolate (in MeCN),MeCN,18.81,0.80,0,3,DOI: 10.1021/acs.joc.9b01485
946,m-nitrophenolate (in DMF),DMF,22.41,0.54,0,3,DOI: 10.1021/acs.joc.9b01485
947,m-nitrophenolate (in DMSO),DMSO,21.29,0.54,0,3,DOI: 10.1021/acs.joc.9b01485
948,m-nitrophenolate (in MeCN),MeCN,25.51,0.43,0,3,DOI: 10.1021/acs.joc.9b01485
949,m-xylene,dichloromethane,-3.57,2.08,0,5,DOI: 10.1021/ja010890y
950,magnesium 2-carboperoxybenzoate (in H2O),water,18.43,0.46,0,3,DOI: 10.1002/anie.201707086
951,maleimide anion (in DMSO),DMSO,14.87,0.76,0,3,DOI: 10.1021/jo1009883
952,Me2 Imd boronate,dichloromethane,11.88,0.71,0,3,DOI: 10.1021/ol202836p
953,Me2S(O)=CH2 (in DMSO),DMSO,21.29,0.47,0,3,DOI: 10.1021/ja1084749
954,Me2S=CH(4-CN-C6H4) (in DMSO),DMSO,21.07,0.68,0,3,DOI: 10.1021/ja1084749
955,Me2S=CH(p-NO2-C6H4) (in DMSO),DMSO,18.42,0.65,0,3,DOI: 10.1021/ja1084749
956,Me2S=CH-CN (in DMSO),DMSO,16.23,0.60,0,3,DOI: 10.1002/chem.201001455
957,Me2S=CH-CO2Et (in DMSO),DMSO,15.85,0.61,0,3,DOI: 10.1002/chem.201001455
958,Meldrum's acid iodonium ylide (in CH2Cl2),dichloromethane,4.36,1.06,0,3,DOI: 10.1021/jacs.6b05768
959,MeO-Breslow 1a,THF,14.77,0.80,0,3,DOI: 10.1002/anie.201204524
960,MeO-Breslow 1b,THF,10.45,0.81,0,3,DOI: 10.1002/anie.201204524
961,MeO-Breslow 1c,THF,16.61,0.68,0,3,DOI: 10.1002/anie.201204524
962,MeO-Breslow 1e,THF,15.65,0.52,0,3,DOI: 10.1002/anie.201204524
963,MeSO-CH-CO2Et (in DMSO),DMSO,20.61,0.64,0,3,DOI: 10.1002/chem.201001455
964,MeSO2-CH-CO2Et (in DMSO),DMSO,18.00,0.66,0,3,DOI: 10.1002/chem.201001455
965,methanesulfonamide anion (in DMSO),DMSO,18.61,0.53,0,3,DOI: 10.1021/jo1009883
966,methanol,MeOH,7.54,0.92,0,3,DOI: 10.1021/ja031828z
967,methanol (in MeCN),MeCN,6.86,0.73,0,3,DOI: 10.1246/bcsj.20170360
968,methanolate (in 91M9AN),MeOH-MeCN mix,14.51,0.68,0,3,DOI: 10.1139%2Fv05-170
969,methanolate (in methanol),MeOH,15.78,0.56,0,3,DOI: 10.1139%2Fv05-170
970,"methionine (anionic, in water)",water,13.16,0.58,0,3,DOI: 10.1039/b713778h
971,methoxybis(phenylsulfonyl)methanide (in DMSO),DMSO,17.29,0.70,0,3,DOI: 10.1002/anie.201605616
972,methyl (cyclohexen-1-yl)prolinate (in MeCN),MeCN,14.96,0.68,0,3,DOI: 10.1002/anie.201004344
973,methyl carbonate (in MeCN),MeCN,16.03,0.64,0,3,DOI: 10.1002/ejoc.201000414
974,methyl glycinate (in water),water,12.08,0.60,0,3,DOI: 10.1021/jo062586z
975,methyl L-prolinate,MeCN,14.75,0.82,0,3,DOI: 10.1021/jacs.9b11877
976,methyl(neopentyl)(phenyl)silane,dichloromethane,0.87,0.75,0,1,DOI: 10.1002/chem.201202839
977,methyl(phenyl)silane,dichloromethane,2.13,0.73,0,1,DOI: 10.1002/chem.201202839
978,methylamine (in MeCN),MeCN,15.19,0.68,0,3,DOI: 10.1021/jo301497g
979,methylamine (in water),water,13.85,0.53,0,3,DOI: 10.1021/jo062586z
980,methyldiphenylsilane,dichloromethane,2.72,0.73,0,1,DOI: 10.1002/chem.201202839
981,methylenecyclobutane,dichloromethane,1.65,0.90,0,1,DOI: 10.1021/ar020094c
982,methylenecyclodecane,dichloromethane,2.82,0.90,0,1,DOI: 10.1021/ar020094c
983,methylenecyclododecane,dichloromethane,1.52,0.90,0,1,DOI: 10.1021/ar020094c
984,methylenecycloheptane,dichloromethane,2.24,0.90,0,1,DOI: 10.1021/ar020094c
985,methylenecyclohexane,dichloromethane,1.16,1.04,0,5,DOI: 10.1021/ja306522b
986,methylenecyclononane,dichloromethane,2.57,0.90,0,1,DOI: 10.1021/ar020094c
987,methylenecyclooctane,dichloromethane,3.16,0.90,0,1,DOI: 10.1021/ar020094c
988,methylenecyclopentadecane,dichloromethane,1.69,0.90,0,1,DOI: 10.1021/ar020094c
989,methylenecyclopentane,dichloromethane,2.82,0.90,0,5,DOI: 10.1021/ja010890y
990,methylenecyclopropane,dichloromethane,-0.47,0.90,0,1,DOI: 10.1021/ar020094c
991,methylenecycloundecane,dichloromethane,2.33,0.90,0,1,DOI: 10.1021/ar020094c
992,methylhydrazine (in MeCN),MeCN,17.73,0.58,0,3,DOI: 10.1021/jo301497g
993,methylhydrazine (in water),water,17.23,0.45,0,3,DOI: 10.1021/jo301497g
994,morpholin-1-yl dithiocarbamate (in MeCN),MeCN,21.72,0.64,0,3,DOI: 10.1039/c1ob06245j
995,morpholine (in 91M9AN),MeOH-MeCN mix,15.40,0.64,0,3,DOI: 10.1002/anie.200600542
996,morpholine (in DMSO),DMSO,16.96,0.67,0,3,DOI: 10.1021/ja021010y
997,morpholine (in MeCN),MeCN,15.65,0.74,0,3,DOI: 10.1002/ejoc.200900925
998,morpholine (in water),water,15.62,0.54,0,3,DOI: 10.1021/jo062586z
999,morpholinoisobutylene,dichloromethane,10.04,0.82,0,3,DOI: 10.1002/chem.200204666
1000,"N',N'-dimethylformohydrazide (in MeCN)",MeCN,15.69,0.51,0,3,DOI: 10.1021/jo301497g
1001,"N,N-dimethyl dithiocarbamate (in MeCN)",MeCN,20.93,0.69,0,3,DOI: 10.1039/c1ob06245j
1002,"N,N-Dimethylbarbituric acid iodonium ylide (in CHCl2)",dichloromethane,7.98,0.71,0,3,DOI: 10.1021/jacs.6b05768
1003,"N-(1,3-dimethylimidazolidin-2-ylidene)-1-phenylmethanamine",dichloromethane,14.00,0.70,0,3,DOI: 10.1002/cctc.201200143
1004,N-(1-(4-chlorophenyl)vinyl)acetamide,MeCN,5.60,1.00,0,3,DOI: 10.1002/chem.201103519
1005,N-(1-(4-methoxyphenyl)vinyl)acetamide,MeCN,7.06,0.85,0,3,DOI: 10.1002/chem.201103519
1006,N-(1-(naphthalen-2-yl)vinyl)acetamide,MeCN,6.28,0.95,0,3,DOI: 10.1002/chem.201103519
1007,N-(1-(p-tolyl)vinyl)acetamide,MeCN,6.57,0.91,0,2,DOI: 10.1002/chem.201103519
1008,N-(1-phenylvinyl)acetamide,MeCN,5.73,0.97,0,3,DOI: 10.1002/chem.201103519
1009,N-(1-phenylvinyl)benzamide,MeCN,5.44,1.00,0,1,DOI: 10.1002/chem.201103519
1010,"N-(3,3-dimethylbut-1-en-2-yl)acetamide",MeCN,4.61,0.98,0,3,DOI: 10.1002/chem.201103519
1011,"N-(3,4-dihydronaphthalen-1-yl)acetamide",MeCN,4.91,0.87,0,3,DOI: 10.1002/chem.201103519
1012,N-(cyclohex-1-en-1-yl)acetamide,MeCN,5.64,0.79,0,3,DOI: 10.1002/chem.201103519
1013,N-(cyclopent-1-en-1-yl)acetamide,MeCN,7.06,0.87,0,3,DOI: 10.1002/chem.201103519
1014,"N-(p-anisyl)-1,4-dihydronicotineamide",dichloromethane,8.11,0.92,0,3,DOI: 10.1002/anie.200804263
1015,"N-(p-tolyl)-1,4-dihydronicotineamide",dichloromethane,7.68,0.95,0,3,DOI: 10.1002/anie.200804263
1016,N-(phenylmethyl)propan-2-imine (in CH2Cl2),dichloromethane,11.13,0.73,0,3,DOI: 10.5560/ZNB.2013-3085
1017,N-(triisopropylsilyl)pyrrole,dichloromethane,3.12,0.93,0,3,DOI: 10.1002/chem.200204666
1018,"N-benzyl-1,4-dihydronicotineamide",dichloromethane,8.67,0.82,0,3,DOI: 10.1002/anie.200804263
1019,"N-benzyl-1,4-dihydronicotineamide (in 50W50AN)",water-MeCN mix,9.79,0.70,0,1,DOI: 10.1002/chem.201202839
1020,"N-benzyl-1,4-dihydronicotineamide (in 67W33AN)",water-MeCN mix,10.19,0.70,0,1,DOI: 10.1002/chem.201202839
1021,"N-benzyl-1,4-dihydronicotineamide (in 80W20AN)",water-MeCN mix,10.67,0.70,0,1,DOI: 10.1002/chem.201202839
1022,"N-benzyl-1,4-dihydronicotineamide (in 90W10AN)",water-MeCN mix,11.35,0.66,0,3,DOI: 10.1002/anie.200804263
1023,"N-benzyl-1,4-dihydronicotineamide (in MeCN)",MeCN,9.80,0.70,0,1,DOI: 10.1002/chem.201202839
1024,N-benzyl-N-((2-methoxyphenyl)ethynyl)-4-methylbenzenesulfonamide,dichloromethane,4.40,0.86,0,3,DOI: 10.1002/anie.201402055
1025,N-benzyl-N-(but-1-yn-1-yl)-4-methylbenzenesulfonamide,dichloromethane,5.16,0.85,0,3,DOI: 10.1002/anie.201402055
1026,n-butyl vinyl ether,dichloromethane,3.76,0.91,0,5,DOI: 10.1021/ja306522b
1027,n-butylamine (in MeCN),MeCN,15.27,0.63,0,3,DOI: 10.1002/ejoc.200900925
1028,N-methyl-1-phenylmethanimine (in CH2Cl2),dichloromethane,8.60,0.77,0,3,DOI: 10.5560/ZNB.2013-3085
1029,N-methyl-glycinenitrile (in water),water,13.50,0.59,0,3,DOI: 10.1021/jo062586z
1030,N-methyl-morpholine (in CH2Cl2),dichloromethane,16.50,0.52,0,1,DOI: 10.1002/poc.1707
1031,N-methyl-morpholine (in MeCN),MeCN,16.80,0.52,0,1,DOI: 10.1002/poc.1707
1032,N-methyl-piperidine (in CH2Cl2),dichloromethane,18.90,0.52,0,1,DOI: 10.1002/poc.1707
1033,N-methyl-piperidine (in MeCN),MeCN,18.72,0.52,0,3,DOI: 10.1002/poc.1707
1034,N-methyl-pyrrolidine (in CH2Cl2),dichloromethane,20.60,0.52,0,1,DOI: 10.1002/poc.1707
1035,N-methyl-pyrrolidine (in MeCN),MeCN,20.59,0.52,0,3,DOI: 10.1002/poc.1707
1036,N-methyl-trifluoroacetamide anion (in DMSO),DMSO,15.70,0.71,0,3,DOI: 10.1021/jo1009883
1037,N-methylenepyrrolidin-1-amine (in CH2Cl2),dichloromethane,7.84,0.89,0,3,DOI: 10.1002/anie.201305092
1038,N-methylenepyrrolidin-1-amine (in CH2Cl2),dichloromethane,17.90,0.48,0,3,DOI: 10.1002/anie.201305092
1039,N-methylhydroxylamine (in MeCN),MeCN,14.10,0.76,0,3,DOI: 10.1021/jo301497g
1040,N-methylindole,dichloromethane,5.75,1.23,0,3,DOI: 10.1021/jo0614339
1041,N-methylpyrrole,dichloromethane,5.85,1.03,0,5,DOI: 10.1021/ja010890y
1042,"N-phenyl-1,4-dihydronicotineamide",dichloromethane,7.53,0.87,0,3,DOI: 10.1002/anie.200804263
1043,N-phenylcyclohexanimine (in CH2Cl2),dichloromethane,8.80,1.00,0,3,DOI: 10.5560/ZNB.2013-3085
1044,N-phenylpropan-2-imine (in CH2Cl2),dichloromethane,9.53,0.85,0,3,DOI: 10.5560/ZNB.2013-3085
1045,n-propanolate (in 91nPr9AN),nPrOH-MeCN mix,16.73,0.63,0,3,DOI: 10.1139%2Fv05-170
1046,n-propanolate (in propan-1-ol),nPrOH,16.03,0.70,0,3,DOI: 10.1139%2Fv05-170
1047,n-propylamine (in 91M9AN),MeOH-MeCN mix,13.41,0.66,0,3,DOI: 10.1002/anie.200600542
1048,n-propylamine (in DMSO),DMSO,15.70,0.64,0,3,DOI: 10.1021/ja021010y
1049,n-propylamine (in MeCN),MeCN,15.11,0.63,0,3,DOI: 10.1002/ejoc.200900925
1050,n-propylamine (in water),water,13.33,0.56,0,3,DOI: 10.1021/ja021010y
1051,N-vinylcarbazole,dichloromethane,5.02,0.94,0,2,DOI: 10.1021/ma020306l
1052,NaB(OAc)3H (in DMSO),DMSO,14.45,0.76,0,3,DOI: 10.1002/anie.200804263
1053,NaBH3(CN) (in DMSO),DMSO,11.52,0.67,0,3,DOI: 10.1002/anie.200804263
1054,NaBH4 (in DMSO),DMSO,14.74,0.81,0,3,DOI: 10.1002/anie.200804263
1055,NADH (in water),water,10.37,0.54,0,3,DOI: 10.1039/D2OB02041F
1056,NADPH (in water),water,10.68,0.54,0,3,DOI: 10.1039/D2OB02041F
1057,naphthalene-2-thiolate (in DMSO),DMSO,22.55,0.83,0,3,DOI: 10.1021/acs.joc.1c00025
1058,nicotine (in CH2Cl2),dichloromethane,10.40,1.04,0,3,DOI: 10.1002/poc.3580
1059,nicotine (in MeCN),MeCN,11.60,0.81,0,3,DOI: 10.1002/poc.3580
1060,nitrite ion (in MeCN),MeCN,17.20,0.72,0,3,DOI: 10.1002/anie.200501274
1061,norbornene,dichloromethane,-0.25,1.09,0,5,DOI: 10.1021/ja306522b
1062,"o,o'-di-tert-butylphenolate (in DMSO)",DMSO,21.02,0.59,0,2,DOI: 10.1021/acs.joc.9b01485
1063,o-(trifluoromethyl)phenolate (in DMF),DMF,20.37,0.58,0,3,DOI: 10.1021/acs.joc.9b01485
1064,o-(trifluoromethyl)phenolate (in DMSO),DMSO,18.47,0.61,0,3,DOI: 10.1021/acs.joc.9b01485
1065,o-(trifluoromethyl)phenolate (in MeCN),MeCN,18.39,0.69,0,3,DOI: 10.1021/acs.joc.9b01485
1066,O-ethyl dithiocarbonate (in MeCN),MeCN,19.30,0.69,0,3,DOI: 10.1039/c1ob06245j
1067,O-isopropyl dithiocarbonate (in MeCN),MeCN,18.27,0.78,0,3,DOI: 10.1039/c1ob06245j
1068,OH- (in 50/50 water/MeCN),water-MeCN mix,10.19,0.62,0,3,DOI: 10.1021/ja021010y
1069,OH- (in water),water,10.47,0.61,0,3,DOI: 10.1021/ja021010y
1070,p-(tert-butyl)phenolate (in DMF),DMF,19.90,0.80,0,3,DOI: 10.1021/acs.joc.9b01485
1071,p-(tert-butyl)phenolate (in DMSO),DMSO,19.67,0.79,0,3,DOI: 10.1021/acs.joc.9b01485
1072,p-(tert-butyl)phenolate (in MeCN),MeCN,21.70,0.58,0,3,DOI: 10.1021/acs.joc.9b01485
1073,p-(trifluoromethyl)phenolate (in DMF),DMF,22.05,0.53,0,2,DOI: 10.1021/acs.joc.9b01485
1074,p-(trifluoromethyl)phenolate (in DMSO),DMSO,18.98,0.63,0,3,DOI: 10.1021/acs.joc.9b01485
1075,p-(trifluoromethyl)phenolate (in MeCN),MeCN,21.69,0.53,0,2,DOI: 10.1021/acs.joc.9b01485
1076,p-chlorophenolate (in DMF),DMF,19.67,0.72,0,3,DOI: 10.1021/acs.joc.9b01485
1077,p-chlorophenolate (in DMSO),DMSO,20.34,0.64,0,3,DOI: 10.1021/acs.joc.9b01485
1078,p-chlorophenolate (in MeCN),MeCN,18.32,0.82,0,3,DOI: 10.1021/acs.joc.9b01485
1079,p-cyanophenolate (in DMF),DMF,17.85,0.71,0,3,DOI: 10.1021/acs.joc.9b01485
1080,p-cyanophenolate (in DMSO),DMSO,18.78,0.57,0,3,DOI: 10.1021/acs.joc.9b01485
1081,p-cyanophenolate (in MeCN),MeCN,19.58,0.59,0,2,DOI: 10.1021/acs.joc.9b01485
1082,p-cymene,dichloromethane,-2.80,0.97,0,1,DOI: 10.1021/ja0121538
1083,p-methoxyphenolate (in DMF),DMF,19.90,0.82,0,3,DOI: 10.1021/acs.joc.9b01485
1084,p-methoxyphenolate (in DMSO),DMSO,20.09,0.80,0,3,DOI: 10.1021/acs.joc.9b01485
1085,p-methoxyphenolate (in MeCN),MeCN,20.62,0.69,0,3,DOI: 10.1021/acs.joc.9b01485
1086,p-methylphenolate (in DMF),DMF,19.65,0.85,0,3,DOI: 10.1021/acs.joc.9b01485
1087,p-methylphenolate (in DMSO),DMSO,19.08,0.87,0,3,DOI: 10.1021/acs.joc.9b01485
1088,p-methylphenolate (in H2O),water,14.30,0.55,0,3,DOI: 10.1021/acs.joc.9b01485
1089,p-nitrobenzoate (in acetone),acetone,18.74,0.68,0,3,DOI: 10.1021/ja0765464
1090,p-nitrobenzoate (in MeCN),MeCN,15.30,0.76,0,3,DOI: 10.1021/ja0765464
1091,p-nitrophenolate (in DMSO),DMSO,14.32,0.77,0,3,DOI: 10.1021/acs.joc.9b01485
1092,p-toluenesulfonamide anion (in DMSO),DMSO,17.14,0.60,0,3,DOI: 10.1021/jo1009883
1093,p-toluidine (in MeCN),MeCN,13.19,0.69,0,3,DOI: 10.1021/jo062586z
1094,p-toluidine (in water),water,13.00,0.79,0,3,DOI: 10.1021/jo062586z
1095,p-tosylmethyl isocyanide (TosMIC),dichloromethane,3.50,0.76,0,3,DOI: 10.1002/anie.200605205
1096,perhydroazepine (in water),water,18.29,0.46,0,3,DOI: 10.1021/jo062586z
1097,peroxomonosulfate (in water),water,14.41,0.60,0,3,DOI: 10.1021/acs.orglett.8b00645
1098,peroxy-beta-alanate,water,14.07,0.56,0,3,DOI: 10.1002/ejoc.201801158
1099,peroxy-GABA,water,14.33,0.57,0,3,DOI: 10.1002/ejoc.201801158
1100,peroxybenzoate (in H2O),water,18.57,0.43,0,3,DOI: 10.1002/anie.201707086
1101,Ph2P(O)CH(-)CN (in DMSO),DMSO,18.69,0.72,0,3,DOI: 10.1021/ja8056216
1102,Ph2P(O)CH(-)CO2Et (in DMSO),DMSO,19.20,0.69,0,3,DOI: 10.1021/ja8056216
1103,Ph3P=C(CH3)-CO2Et,dichloromethane,13.09,0.73,0,3,DOI: 10.1021/ja8056216
1104,Ph3P=CH-C(O)Me (in MeCN),MeCN,10.27,0.83,0,3,DOI: 10.1021/jacs.6b06264
1105,Ph3P=CH-CHO (in MeCN),MeCN,9.09,0.74,0,3,DOI: 10.1021/jacs.6b06264
1106,Ph3P=CH-CN,dichloromethane,12.29,0.75,0,3,DOI: 10.1021/ja8056216
1107,Ph3P=CH-CO2Et,dichloromethane,12.79,0.77,0,3,DOI: 10.1021/ja8056216
1108,Ph3P=CH-CO2Et (in DMSO),DMSO,12.21,0.62,0,3,DOI: 10.1021/ja8056216
1109,Ph3P=CH-COPh,dichloromethane,9.54,0.97,0,3,DOI: 10.1021/ja8056216
1110,phenolate (in DMF),DMF,18.86,0.89,0,3,DOI: 10.1021/acs.joc.9b01485
1111,phenolate (in DMSO),DMSO,19.86,0.71,0,3,DOI: 10.1021/acs.joc.9b01485
1112,phenolate (in MeCN),MeCN,18.53,0.85,0,3,DOI: 10.1021/acs.joc.9b01485
1113,phenylacetylene,dichloromethane,-0.04,0.77,0,3,DOI: 10.1002/anie.201402055
1114,"phenylalanine (anionic, in water)",water,14.12,0.53,0,3,DOI: 10.1039/b713778h
1115,phenyldiazomethane,dichloromethane,9.35,0.83,0,3,DOI: 10.1002/chem.200304913
1116,phenylsilane,dichloromethane,0.06,0.71,0,3,DOI: 10.1002/chem.201202839
1117,phenylsulfinate (in 50W50AN),water-MeCN mix,13.75,0.68,0,3,DOI: 10.1021/ja9102056
1118,phenylsulfinate (in DMSO),DMSO,19.60,0.60,0,3,DOI: 10.1021/ja9102056
1119,phenylsulfinate (in MeCN),MeCN,20.11,0.59,0,3,DOI: 10.1021/ja9102056
1120,phthalimide anion (in DMSO),DMSO,15.52,0.67,0,3,DOI: 10.1021/jo1009883
1121,phthalimidoperoxyhexanoate (in H2O),water,16.02,0.54,0,3,DOI: 10.1002/anie.201707086
1122,piperazine (in water),water,17.22,0.50,0,3,DOI: 10.1021/jo062586z
1123,piperidin-1-yl dithiocarbamate (in MeCN),MeCN,23.84,0.57,0,3,DOI: 10.1039/c1ob06245j
1124,piperidine (in 91M9AN),MeOH-MeCN mix,15.63,0.64,0,3,DOI: 10.1002/anie.200600542
1125,piperidine (in DMSO),DMSO,17.19,0.71,0,3,DOI: 10.1021/ja021010y
1126,piperidine (in MeCN),MeCN,17.35,0.68,0,3,DOI: 10.1002/ejoc.200900925
1127,piperidine (in water),water,18.13,0.44,0,3,DOI: 10.1021/jo062586z
1128,potassium (1-(tert-butoxycarbonyl)-1H-indol-2-yl)trifluoroborate,MeCN,6.46,0.96,0,3,DOI: 10.1021/ja4017655
1129,potassium (1-(tert-butoxycarbonyl)-1H-indol-3-yl)trifluoroborate,MeCN,4.06,0.79,0,2,DOI: 10.1021/ja4017655
1130,potassium (1-(tert-butoxycarbonyl)-5-methoxy-1H-indol-2-yl)trifluoroborate,MeCN,7.10,1.18,0,3,DOI: 10.1021/ja4017655
1131,potassium allyltrifluoroborate (in MeCN),MeCN,5.29,0.87,0,2,DOI: 10.1021/jacs.7b10240
1132,potassium indenide (in DMSO),DMSO,24.16,0.68,0,3,DOI: 10.1002/anie.201501385
1133,potassium trifluoro(1-methyl-1H-indol-2-yl)borate,MeCN,9.55,1.16,0,3,DOI: 10.1021/ja4017655
1134,potassium trifluoro(1-methyl-1H-indol-5-yl)borate,MeCN,8.77,1.09,0,3,DOI: 10.1021/ja4017655
1135,potassium trifluoro(3-methoxy-thiophen-2-yl)borate,MeCN,7.32,0.90,0,3,DOI: 10.1021/ja4017655
1136,potassium trifluoro(furan-3-yl)borate,MeCN,6.83,0.93,0,3,DOI: 10.1021/ja4017655
1137,prenyl-tributylstannane,dichloromethane,4.74,1.15,0,1,DOI: 10.1021/ar020094c
1138,prolinate (in MeCN),MeCN,19.95,0.68,0,3,DOI: 10.1021/jacs.9b11877
1139,"proline (anionic, in water)",water,18.08,0.50,0,3,DOI: 10.1039/b713778h
1140,propargylamine (in water),water,12.29,0.59,0,3,DOI: 10.1021/jo062586z
1141,propene,dichloromethane,-2.41,1.00,0,1,DOI: 10.1021/ar020094c
1142,purine anion (in DMSO),DMSO,15.03,0.77,0,3,DOI: 10.1002/chem.201102411
1143,purine anion (in water),water,11.00,0.54,0,3,DOI: 10.1002/chem.201102411
1144,pyridine (in CH2Cl2),dichloromethane,12.90,0.67,0,1,DOI: 10.1002/chem.200600941
1145,pyridine (in H2O),water,11.05,0.73,0,3,DOI: 10.1002/chem.200600941
1146,pyrrole,dichloromethane,4.63,1.00,0,1,DOI: 10.1002/chem.200204666
1147,pyrrolidin-1-yl dithiocarbamate (in MeCN),MeCN,22.40,0.63,0,3,DOI: 10.1039/c1ob06245j
1148,pyrrolidine (in 91M9AN),MeOH-MeCN mix,15.97,0.63,0,3,DOI: 10.1002/anie.200600542
1149,pyrrolidine (in water),water,17.21,0.49,0,3,DOI: 10.1021/jo062586z
1150,pyrrolidine (inMeCN),MeCN,18.52,0.61,0,3,DOI: 10.1021/jacs.9b11877
1151,quinidine,dichloromethane,10.54,0.74,0,3,DOI: 10.1021/jo901670w
1152,quinine,dichloromethane,10.46,0.75,0,3,DOI: 10.1021/jo901670w
1153,quinuclidine (in MeCN),MeCN,20.54,0.60,0,3,DOI: 10.1002/anie.200701489
1154,saccharin anion (in MeCN),MeCN,10.78,0.89,0,3,DOI: 10.1021/jo1009883
1155,semicarbazide (in water),water,11.05,0.52,0,3,DOI: 10.1021/ja021010y
1156,"serine (anionic, in water)",water,13.16,0.55,0,3,DOI: 10.1039/b713778h
1157,SO3(2-) (in water),water,16.83,0.56,0,3,DOI: 10.1021/ja021010y
1158,sodium indenide (in DMSO),DMSO,23.74,0.71,0,3,DOI: 10.1002/anie.201501385
1159,styrene,dichloromethane,0.78,0.95,0,5,DOI: 10.1021/ja010890y
1160,succinimide anion (in DMSO),DMSO,16.03,0.66,0,3,DOI: 10.1021/jo1009883
1161,t-butylperoxy anion (in H2O),water,14.29,0.51,0,3,DOI: 10.1002/anie.201707086
1162,TCAP (in MeCN),MeCN,15.60,0.68,0,3,DOI: 10.1002/chem.201204452
1163,tert-butanol (in MeCN),MeCN,5.35,0.72,0,3,DOI: 10.1246/bcsj.20170360
1164,tert-butyl hydrazinecarboxylate (in MeCN),MeCN,11.40,0.70,0,3,DOI: 10.1021/jo301497g
1165,tert-butyl indole-1-carboxylate,MeCN,1.68,1.26,0,3,DOI: 10.1021/ja4017655
1166,tert-butyl isocyanide,dichloromethane,5.47,0.77,0,3,DOI: 10.1002/anie.200605205
1167,tert-butylamine (in MeCN),MeCN,12.35,0.72,0,3,DOI: 10.1002/ejoc.200900925
1168,tert-butylamine (in water),water,10.48,0.65,0,3,DOI: 10.1021/jo062586z
1169,"tetra-sec.butylstannane (in 1,2-DCE)","1,2-dichloroethane",-1.10,1.15,0,1,DOI: 10.1002/chem.201202839
1170,tetrabutylstannane,dichloromethane,-0.30,1.07,0,3,DOI: 10.1002/chem.201202839
1171,tetraethylgermane (in MeCN),MeCN,-4.70,1.10,0,1,DOI: 10.1002/chem.201202839
1172,tetraethylplumbane (in MeCN),MeCN,0.10,1.10,0,1,DOI: 10.1002/chem.201202839
1173,tetraethylsilane,MeCN,-6.50,1.10,0,1,DOI: 10.1002/chem.201202839
1174,"tetraethylstannane (in 1,2-DCE)","1,2-dichloroethane",-1.90,1.10,0,1,DOI: 10.1002/chem.201202839
